drugID;indication
DNC004355;Discovery agent
DNC004356;Discovery agent
DNC004357;Discovery agent
DNC004358;Discovery agent
DNC004359;Discovery agent
DNC004360;Discovery agent
DNC004361;Discovery agent
DNC004362;Discovery agent
DNC004363;Discovery agent
DNC004364;Discovery agent
DNC004365;Discovery agent
DNC004366;Discovery agent
DNC004367;Discovery agent
DNC004368;Discovery agent
DNC004369;Discovery agent
DNC004370;Discovery agent
DNC004371;Discovery agent
DNC004372;Discovery agent
DNC004373;Discovery agent
DNC004374;Discovery agent
DNC004375;Discovery agent
DNC004376;Discovery agent
DNC004377;Discovery agent
DNC004378;Discovery agent
DNC004379;Discovery agent
DNC004380;Discovery agent
DNC004381;Discovery agent
DNC004382;Carcinoma
DNC004382;Discovery agent
DNC004383;Discovery agent
DNC004384;Discovery agent
DNC004385;Discovery agent
DNC004386;Discovery agent
DNC004387;Discovery agent
DNC004388;Discovery agent
DNC004389;Discovery agent
DNC004390;Discovery agent
DNC004391;Discovery agent
DNC004392;Discovery agent
DNC004393;Discovery agent
DNC004394;Discovery agent
DNC004395;Discovery agent
DNC004396;Discovery agent
DNC004397;Discovery agent
DNC004398;Discovery agent
DNC004399;Discovery agent
DNC004400;Discovery agent
DNC004401;Discovery agent
DNC004402;Discovery agent
DNC004403;Discovery agent
DNC004404;Discovery agent
DNC004405;Discovery agent
DNC004406;Discovery agent
DNC004407;Discovery agent
DNC004408;Discovery agent
DNC004409;Discovery agent
DNC004410;Discovery agent
DNC004411;Discovery agent
DNC004412;Discovery agent
DNC004413;Discovery agent
DNC004414;Discovery agent
DNC004415;Discovery agent
DNC004416;Discovery agent
DNC004417;Discovery agent
DNC004417;Hyperlipidemia
DNC004418;Discovery agent
DNC004419;Discovery agent
DNC004420;Discovery agent
DNC004421;Discovery agent
DNC004422;Discovery agent
DNC004423;Discovery agent
DNC004424;Discovery agent
DNC004425;Discovery agent
DNC004426;Discovery agent
DNC004426;Schizophrenia, Schizoaffective disorders
DNC004427;Discovery agent
DNC004428;Discovery agent
DNC004429;Discovery agent
DNC004430;Discovery agent
DNC004431;Discovery agent
DNC004432;Colour dead tissues
DNC004432;Discovery agent
DNC004433;Discovery agent
DNC004434;Discovery agent
DNC004435;Discovery agent
DNC004435;Psoriasis
DNC004436;Discovery agent
DNC004436;Emesis
DNC004437;Discovery agent
DNC004438;Discovery agent
DNC004439;Discovery agent
DNC004440;Discovery agent
DNC004441;Discovery agent
DNC004442;Discovery agent
DNC004443;Discovery agent
DNC004444;Cardiac arrhythmias
DNC004444;Discovery agent
DNC004445;Discovery agent
DNC004446;Discovery agent
DNC004447;Discovery agent
DNC004448;Discovery agent
DNC004449;Discovery agent
DNC004450;Discovery agent
DNC004451;Discovery agent
DNC004452;Discovery agent
DNC004453;Discovery agent
DNC004454;Discovery agent
DNC004455;Discovery agent
DNC004456;Asthma
DNC004456;Discovery agent
DNC004457;Discovery agent
DNC004458;Discovery agent
DNC004459;Discovery agent
DNC004460;Discovery agent
DNC004461;Discovery agent
DNC004462;Discovery agent
DNC004463;Discovery agent
DNC004464;Discovery agent
DNC004465;Discovery agent
DNC004466;Discovery agent
DNC004467;Discovery agent
DNC004468;Discovery agent
DNC004469;Discovery agent
DNC004470;Discovery agent
DNC004471;Discovery agent
DNC004472;Discovery agent
DNC004473;Discovery agent
DNC004474;Discovery agent
DNC004475;Discovery agent
DNC004476;Discovery agent
DNC004477;Discovery agent
DNC004478;Discovery agent
DNC004479;Discovery agent
DNC004480;Discovery agent
DNC004481;Discovery agent
DNC004482;Discovery agent
DNC004483;Discovery agent
DNC004484;Discovery agent
DNC004485;Discovery agent
DNC004486;Discovery agent
DNC004487;Discovery agent
DNC004488;Discovery agent
DNC004489;Discovery agent
DNC004490;Discovery agent
DNC004491;Discovery agent
DNC004492;Discovery agent
DNC004493;Arthritis
DNC004493;Discovery agent
DNC004494;Discovery agent
DNC004495;Discovery agent
DNC004496;Discovery agent
DNC004497;Discovery agent
DNC004498;Discovery agent
DNC004499;Discovery agent
DNC004500;Discovery agent
DNC004501;Discovery agent
DNC004502;Discovery agent
DNC004503;Discovery agent
DNC004504;Asthma
DNC004504;Discovery agent
DNC004505;Discovery agent
DNC004506;Discovery agent
DNC004507;Discovery agent
DNC004508;Discovery agent
DNC004509;Discovery agent
DNC004510;Discovery agent
DNC004511;Discovery agent
DNC004512;Discovery agent
DNC004513;Discovery agent
DNC004514;Discovery agent
DNC004515;Discovery agent
DNC004515;Pulmonary arterial hypertension
DNC004516;Discovery agent
DNC004517;Discovery agent
DNC004518;Discovery agent
DNC004519;Discovery agent
DNC004520;Discovery agent
DNC004521;Discovery agent
DNC004522;Discovery agent
DNC004523;Discovery agent
DNC004523;Hypertension
DNC004524;Discovery agent
DNC004525;Discovery agent
DNC004526;Discovery agent
DNC004527;Discovery agent
DNC004528;Discovery agent
DNC004529;Discovery agent
DNC004530;Discovery agent
DNC004531;Discovery agent
DNC004532;Discovery agent
DNC004533;Discovery agent
DNC004534;Discovery agent
DNC004535;Discovery agent
DNC004536;Discovery agent
DNC004537;Discovery agent
DNC004538;Discovery agent
DNC004539;Discovery agent
DNC004540;Discovery agent
DNC004541;Discovery agent
DNC004542;Discovery agent
DNC004543;Discovery agent
DNC004544;Discovery agent
DNC004545;Discovery agent
DNC004546;Discovery agent
DNC004547;Discovery agent
DNC004548;Discovery agent
DNC004549;Discovery agent
DNC004550;Discovery agent
DNC004551;Discovery agent
DNC004552;Discovery agent
DNC004553;Discovery agent
DNC004554;Discovery agent
DNC004555;Discovery agent
DNC004556;Discovery agent
DNC004557;Discovery agent
DNC004557;Parkinson's disease
DNC004558;Discovery agent
DNC004559;Discovery agent
DNC004560;Discovery agent
DNC004561;Discovery agent
DNC004562;Discovery agent
DNC004563;Discovery agent
DNC004564;Discovery agent
DNC004565;Discovery agent
DNC004566;Discovery agent
DNC004567;Discovery agent
DNC004567;Hypertension
DNC004568;Discovery agent
DNC004569;Discovery agent
DNC004570;Discovery agent
DNC004571;Discovery agent
DNC004572;Discovery agent
DNC004573;Discovery agent
DNC004574;Discovery agent
DNC004575;Discovery agent
DNC004576;Discovery agent
DNC004577;Discovery agent
DNC004578;Discovery agent
DNC004579;Discovery agent
DNC004580;Discovery agent
DNC004581;Discovery agent
DNC004582;Discovery agent
DNC004583;Discovery agent
DNC004584;Discovery agent
DNC004585;Discovery agent
DNC004586;Discovery agent
DNC004587;Discovery agent
DNC004588;Discovery agent
DNC004589;Diabetes mellitus type 1
DNC004589;Discovery agent
DNC004590;Discovery agent
DNC004591;Asthma
DNC004591;Discovery agent
DNC004592;Discovery agent
DNC004593;Discovery agent
DNC004593;Multiple sclerosis
DNC004594;Discovery agent
DNC004594;Pain
DNC004595;Discovery agent
DNC004596;Discovery agent
DNC004597;Discovery agent
DNC004598;Discovery agent
DNC004599;Discovery agent
DNC004600;Discovery agent
DNC004601;Discovery agent
DNC004602;Discovery agent
DNC004603;Discovery agent
DNC004604;Discovery agent
DNC004605;Discovery agent
DNC004606;Discovery agent
DNC004607;Discovery agent
DNC004608;Discovery agent
DNC004609;Discovery agent
DNC004610;Discovery agent
DNC004611;Discovery agent
DNC004612;Discovery agent
DNC004613;Discovery agent
DNC004614;Discovery agent
DNC004615;Discovery agent
DNC004616;Discovery agent
DNC004617;Discovery agent
DNC004618;Discovery agent
DNC004618;Renal failure
DNC004619;Discovery agent
DNC004620;Discovery agent
DNC004621;Discovery agent
DNC004622;Discovery agent
DNC004623;Discovery agent
DNC004624;Breast cancer
DNC004624;Discovery agent
DNC004625;Discovery agent
DNC004626;Discovery agent
DNC004627;Discovery agent
DNC004628;Discovery agent
DNC004629;Discovery agent
DNC004630;Discovery agent
DNC004631;Discovery agent
DNC004632;Discovery agent
DNC004633;Discovery agent
DNC004634;Discovery agent
DNC004635;Discovery agent
DNC004636;Discovery agent
DNC004637;Discovery agent
DNC004638;Discovery agent
DNC004639;Discovery agent
DNC004640;Cancer
DNC004640;Discovery agent
DNC004641;Discovery agent
DNC004642;Discovery agent
DNC004643;Discovery agent
DNC004644;Discovery agent
DNC004645;Discovery agent
DNC004646;Discovery agent
DNC004647;Discovery agent
DNC004647;Pompe's disease
DNC004648;Discovery agent
DNC004649;Discovery agent
DNC004650;Discovery agent
DNC004651;Discovery agent
DNC004652;Discovery agent
DNC004653;Discovery agent
DNC004654;Discovery agent
DNC004655;Discovery agent
DNC004656;Discovery agent
DNC004657;Discovery agent
DNC004658;Discovery agent
DNC004659;Discovery agent
DNC004660;Discovery agent
DNC004661;Discovery agent
DNC004661;Pain
DNC004662;Discovery agent
DNC004663;Discovery agent
DNC004664;Discovery agent
DNC004665;Discovery agent
DNC004666;Discovery agent
DNC004666;Lymphoma
DNC004667;Discovery agent
DNC004668;Discovery agent
DNC004669;Discovery agent
DNC004670;Discovery agent
DNC004671;Discovery agent
DNC004672;Discovery agent
DNC004673;Discovery agent
DNC004674;Discovery agent
DNC004675;Discovery agent
DNC004676;Discovery agent
DNC004677;Discovery agent
DNC004678;Discovery agent
DNC004679;Discovery agent
DNC004680;Discovery agent
DNC004681;Discovery agent
DNC004682;Discovery agent
DNC004683;Discovery agent
DNC004684;Discovery agent
DNC004685;Discovery agent
DNC004686;Discovery agent
DNC004687;Discovery agent
DNC004688;Discovery agent
DNC004689;Discovery agent
DNC004690;Discovery agent
DNC004691;Discovery agent
DNC004692;Discovery agent
DNC004693;Discovery agent
DNC004694;Discovery agent
DNC004695;Discovery agent
DNC004696;Discovery agent
DNC004697;Discovery agent
DNC004698;Discovery agent
DNC004699;Discovery agent
DNC004700;Discovery agent
DNC004701;Discovery agent
DNC004702;Discovery agent
DNC004703;Discovery agent
DNC004704;Discovery agent
DNC004705;Discovery agent
DNC004706;Discovery agent
DNC004707;Discovery agent
DNC004708;Discovery agent
DNC004709;Discovery agent
DNC004710;Discovery agent
DNC004711;Discovery agent
DNC004712;Discovery agent
DNC004713;Discovery agent
DNC004714;Discovery agent
DNC004715;Discovery agent
DNC004716;Discovery agent
DNC004717;Discovery agent
DNC004718;Discovery agent
DNC004719;Discovery agent
DNC004720;Discovery agent
DNC004721;Discovery agent
DNC004722;Discovery agent
DNC004723;Discovery agent
DNC004724;Discovery agent
DNC004725;Discovery agent
DNC004726;Discovery agent
DNC004727;Discovery agent
DNC004728;Discovery agent
DNC004729;Discovery agent
DNC004730;Discovery agent
DNC004731;Discovery agent
DNC004732;Discovery agent
DNC004733;Discovery agent
DNC004734;Discovery agent
DNC004735;Discovery agent
DNC004736;Discovery agent
DNC004737;Discovery agent
DNC004738;Discovery agent
DNC004739;Discovery agent
DNC004740;Discovery agent
DNC004741;Discovery agent
DNC004742;Discovery agent
DNC004743;Discovery agent
DNC004744;Discovery agent
DNC004745;Discovery agent
DNC004746;Discovery agent
DNC004747;Discovery agent
DNC004748;Discovery agent
DNC004749;Discovery agent
DNC004750;Discovery agent
DNC004751;Discovery agent
DNC004752;Discovery agent
DNC004753;Discovery agent
DNC004754;Discovery agent
DNC004755;Discovery agent
DNC004756;Discovery agent
DNC004757;Discovery agent
DNC004758;Discovery agent
DNC004759;Discovery agent
DNC004760;Discovery agent
DNC004761;Discovery agent
DNC004762;Discovery agent
DNC004763;Discovery agent
DNC004764;Discovery agent
DNC004765;Discovery agent
DNC004766;Discovery agent
DNC004767;Discovery agent
DNC004768;Discovery agent
DNC004769;Discovery agent
DNC004770;Discovery agent
DNC004771;Discovery agent
DNC004772;Discovery agent
DNC004773;Discovery agent
DNC004774;Discovery agent
DNC004775;Discovery agent
DNC004776;Discovery agent
DNC004777;Discovery agent
DNC004778;Discovery agent
DNC004779;Discovery agent
DNC004780;Discovery agent
DNC004781;Discovery agent
DNC004782;Discovery agent
DNC004783;Discovery agent
DNC004784;Discovery agent
DNC004785;Discovery agent
DNC004786;Discovery agent
DNC004787;Discovery agent
DNC004788;Discovery agent
DNC004789;Discovery agent
DNC004790;Discovery agent
DNC004791;Discovery agent
DNC004792;Discovery agent
DNC004793;Discovery agent
DNC004794;Discovery agent
DNC004795;Discovery agent
DNC004796;Discovery agent
DNC004797;Discovery agent
DNC004798;Discovery agent
DNC004799;Discovery agent
DNC004800;Discovery agent
DNC004801;Discovery agent
DNC004802;Discovery agent
DNC004803;Discovery agent
DNC004804;Discovery agent
DNC004805;Discovery agent
DNC004806;Discovery agent
DNC004807;Discovery agent
DNC004808;Discovery agent
DNC004809;Discovery agent
DNC004810;Discovery agent
DNC004811;Discovery agent
DNC004812;Discovery agent
DNC004813;Discovery agent
DNC004814;Discovery agent
DNC004815;Discovery agent
DNC004815;Lymphoma
DNC004816;Discovery agent
DNC004817;Discovery agent
DNC004818;Discovery agent
DNC004819;Discovery agent
DNC004820;Discovery agent
DNC004821;Inflammation
DNC004822;Discovery agent
DNC004823;Discovery agent
DNC004824;Discovery agent
DNC004825;Discovery agent
DNC004826;Discovery agent
DNC004827;Discovery agent
DNC004828;Discovery agent
DNC004829;Discovery agent
DNC004830;Discovery agent
DNC004831;Discovery agent
DNC004832;Discovery agent
DNC004833;Discovery agent
DNC004834;Discovery agent
DNC004835;Discovery agent
DNC004836;Discovery agent
DNC004837;Discovery agent
DNC004838;Discovery agent
DNC004839;Discovery agent
DNC004840;Discovery agent
DNC004841;Discovery agent
DNC004842;Discovery agent
DNC004843;Discovery agent
DNC004844;Discovery agent
DNC004845;Discovery agent
DNC004846;Discovery agent
DNC004847;Discovery agent
DNC004848;Discovery agent
DNC004849;Discovery agent
DNC004850;Discovery agent
DNC004851;Discovery agent
DNC004852;Discovery agent
DNC004853;Discovery agent
DNC004854;Discovery agent
DNC004855;Discovery agent
DNC004856;Discovery agent
DNC004857;Discovery agent
DNC004857;Prostate cancer
DNC004858;Discovery agent
DNC004859;Discovery agent
DNC004860;Discovery agent
DNC004861;Discovery agent
DNC004862;Discovery agent
DNC004863;Discovery agent
DNC004864;Discovery agent
DNC004865;Discovery agent
DNC004866;Discovery agent
DNC004867;Discovery agent
DNC004868;Discovery agent
DNC004869;Discovery agent
DNC004870;Discovery agent
DNC004871;Discovery agent
DNC004872;Discovery agent
DNC004873;Discovery agent
DNC004874;Discovery agent
DNC004875;Discovery agent
DNC004876;Discovery agent
DNC004877;Discovery agent
DNC004878;Discovery agent
DNC004879;Discovery agent
DNC004880;Discovery agent
DNC004881;Discovery agent
DNC004882;Discovery agent
DNC004883;Discovery agent
DNC004884;Discovery agent
DNC004885;Discovery agent
DNC004886;Discovery agent
DNC004887;Discovery agent
DNC004888;Discovery agent
DNC004889;Discovery agent
DNC004890;Discovery agent
DNC004891;Discovery agent
DNC004892;Discovery agent
DNC004893;Discovery agent
DNC004894;Discovery agent
DNC004894;Hypertension
DNC004895;Discovery agent
DNC004896;Discovery agent
DNC004897;Discovery agent
DNC004898;Discovery agent
DNC004899;Discovery agent
DNC004900;Discovery agent
DNC004901;Autoimmune diseases
DNC004901;Discovery agent
DNC004902;Discovery agent
DNC004903;Discovery agent
DNC004904;Discovery agent
DNC004905;Discovery agent
DNC004906;Discovery agent
DNC004907;Discovery agent
DNC004908;Discovery agent
DNC004909;Discovery agent
DNC004910;Discovery agent
DNC004911;Discovery agent
DNC004912;Discovery agent
DNC004913;Discovery agent
DNC004914;Discovery agent
DNC004915;Discovery agent
DNC004916;Discovery agent
DNC004917;Discovery agent
DNC004918;Discovery agent
DNC004919;Discovery agent
DNC004920;Discovery agent
DNC004921;Discovery agent
DNC004922;Discovery agent
DNC004923;Discovery agent
DNC004924;Discovery agent
DNC004925;Discovery agent
DNC004926;Discovery agent
